carat,cut,color,clarity,depth,table,price,volume
0.3,ideal,f,if,59.8,58.0,873,51.45413
0.3,ideal,f,if,60.0,59.0,873,50.45471
0.3,ideal,f,if,61.7,56.0,873,50.058495
0.3,ideal,f,if,60.8,57.0,873,50.374386
0.3,ideal,f,if,60.9,57.0,873,50.68098
0.3,ideal,f,if,61.3,58.0,873,49.03985
0.38,good,f,vs2,56.2,61.0,873,64.34829
0.32,premium,f,vs1,62.1,60.0,874,51.089672
0.46,very good,j,vs1,62.5,58.0,874,73.318825
0.43,ideal,i,vvs2,62.6,57.0,874,69.49428
0.31,ideal,f,if,62.2,56.0,874,50.317528
0.31,ideal,f,if,62.3,57.0,874,50.200783
0.31,premium,f,if,60.8,59.0,874,50.913464
0.31,premium,f,if,61.6,58.0,874,50.71123
0.38,ideal,i,vs1,61.5,56.0,874,63.347622
0.37,ideal,e,vs1,61.4,56.0,874,61.97334
0.39,ideal,h,si1,61.8,55.0,874,63.924118
0.38,ideal,f,si1,61.0,56.0,874,63.802963
0.37,ideal,d,si1,61.5,57.0,874,60.48632
0.37,premium,i,vvs1,62.4,58.0,874,59.39115
0.37,premium,i,vvs1,61.6,59.0,874,61.57351
0.37,premium,d,si1,61.0,62.0,874,60.320927
0.37,premium,d,si1,62.3,56.0,874,61.604355
0.37,premium,d,si1,61.9,59.0,874,61.656208
0.37,premium,d,si1,60.4,59.0,874,60.75669
0.37,premium,d,si1,62.2,58.0,874,60.516453
0.37,good,d,si1,63.7,55.0,874,60.773903
0.37,premium,d,si1,62.7,58.0,874,59.59954
0.39,very good,g,vvs2,62.1,55.0,875,63.87159
0.41,ideal,i,vvs1,61.0,56.0,875,67.647255
0.41,ideal,i,vvs1,61.7,57.0,875,65.96837
0.5,ideal,j,vs2,61.7,57.0,875,82.09152
0.36,ideal,f,vs2,61.0,57.0,875,59.718117
0.39,ideal,e,vs2,60.8,57.0,875,64.706406
0.41,ideal,e,vs2,62.3,54.0,875,67.57344
0.34,ideal,e,vs1,61.2,55.0,875,57.093025
0.34,ideal,e,vs1,60.3,57.0,875,56.021782
0.32,fair,d,vvs1,62.4,61.0,875,53.4798
0.32,very good,g,vvs1,61.2,59.0,876,53.182392
0.37,ideal,d,vs2,61.6,56.0,876,60.35483
0.37,premium,e,vs1,60.4,58.0,876,60.151276
0.37,ideal,d,vs2,61.0,56.0,876,62.286747
0.37,ideal,e,vs1,61.2,56.0,876,61.75608
0.39,ideal,e,vs1,60.2,56.0,876,65.94106
0.39,very good,d,vs1,61.7,59.0,876,62.673412
0.37,ideal,d,vs2,61.3,56.0,876,60.40352
0.37,premium,d,vs2,61.0,59.0,876,59.71728
0.32,ideal,f,vs1,62.0,54.0,876,54.090298
0.32,ideal,f,vs1,61.9,55.0,876,52.97292
0.37,ideal,f,vvs2,60.5,60.0,876,61.23771
0.37,ideal,e,vvs2,61.4,56.0,876,61.972767
0.41,ideal,g,si1,61.8,55.0,876,68.571365
0.41,good,h,si1,63.8,56.0,876,66.9141
0.41,very good,h,si1,63.3,56.0,876,66.752945
0.41,premium,h,si1,62.6,59.0,876,66.86777
0.41,ideal,h,si1,62.8,56.0,876,67.09291
0.41,ideal,h,si1,62.4,56.0,876,67.291885
0.41,ideal,h,si1,61.2,57.0,876,66.43819
0.41,premium,h,si1,62.0,59.0,876,68.143684
0.41,ideal,h,si1,62.9,55.0,876,68.91395
0.41,ideal,h,si1,62.6,55.0,876,68.316414
0.41,premium,h,si1,60.0,61.0,876,66.35261
0.41,premium,h,si1,60.9,60.0,876,67.787605
0.41,premium,h,si1,60.5,58.0,876,68.11922
0.41,premium,h,si1,61.7,60.0,876,65.3277
0.41,premium,h,si1,62.9,58.0,876,66.30703
0.41,premium,h,si1,61.4,60.0,876,66.019455
0.41,ideal,e,si2,59.8,55.0,876,69.0057
0.41,premium,e,si2,61.3,59.0,876,68.908806
0.41,ideal,e,si2,60.7,57.0,876,68.3525
0.41,premium,e,si2,60.0,59.0,876,66.35406
0.41,premium,e,si2,61.3,57.0,876,68.25032
0.41,premium,e,si2,62.9,58.0,876,67.603294
0.41,ideal,e,si2,61.9,57.0,876,67.63009
0.41,premium,e,si2,61.9,55.0,876,67.77216
0.41,ideal,e,si2,62.8,57.0,876,65.80376
0.41,premium,e,si2,62.9,58.0,876,66.81159
0.41,premium,e,si2,62.1,58.0,876,66.5582
0.41,ideal,d,si2,61.0,56.0,876,67.64609
0.41,ideal,d,si2,62.6,55.0,876,68.31552
0.41,premium,d,si2,61.2,59.0,876,67.08528
0.41,premium,d,si2,62.3,58.0,876,66.925
0.41,premium,d,si2,62.0,58.0,876,66.83874
0.41,ideal,d,si2,62.3,57.0,876,67.43385
0.41,premium,d,si2,62.7,58.0,876,67.887955
0.41,premium,d,si2,62.3,58.0,876,66.78381
0.41,ideal,d,si2,62.7,55.0,876,66.587395
0.41,premium,d,si2,61.9,58.0,876,65.052635
0.41,premium,d,si2,62.4,60.0,876,66.501434
0.4,premium,h,vvs2,60.9,58.0,877,65.84334
0.4,ideal,h,vvs2,62.3,57.0,877,65.4982
0.4,ideal,g,vs1,62.4,57.0,877,65.999756
0.4,very good,g,vs1,62.8,56.0,877,64.53006
0.4,premium,g,vs1,61.3,60.0,877,62.992477
0.4,ideal,h,vvs2,62.4,57.0,877,65.22008
0.4,ideal,h,vvs2,62.1,57.0,877,65.13566
0.4,ideal,g,vs1,61.3,55.0,877,66.29861
0.4,ideal,h,vvs2,60.8,55.0,877,67.41638
0.4,premium,g,vs1,60.3,59.0,877,65.802246
0.4,premium,g,vs1,60.7,58.0,877,66.90614
0.4,good,h,vvs2,63.2,55.0,877,66.248375
0.4,ideal,h,vvs2,62.2,56.0,877,65.6355
0.4,premium,h,vvs2,60.6,60.0,877,65.75473
0.4,ideal,g,vs1,62.2,56.0,877,65.776024
0.5,good,j,si1,63.3,60.0,877,78.12094
0.4,good,f,vs1,63.1,59.0,877,63.842686
0.42,ideal,d,vs2,62.4,55.0,877,69.407104
0.4,ideal,g,vs1,60.7,57.0,877,66.12174
0.36,ideal,h,if,62.2,54.1,877,60.12292
0.31,ideal,d,vs1,60.5,55.0,877,51.925358
0.31,ideal,d,vs1,62.1,57.0,877,50.55048
0.31,ideal,d,vs1,61.8,55.0,877,50.90126
0.31,ideal,d,vs1,62.0,54.0,877,51.2082
0.31,premium,d,vs1,59.6,58.0,877,50.60739
0.31,very good,e,vvs1,62.3,59.0,878,51.27754
0.31,very good,g,if,60.8,56.0,878,52.67128
0.31,ideal,f,vvs1,61.2,57.0,878,52.5096
0.31,ideal,f,vvs1,60.7,56.0,878,51.146484
0.3,very good,e,vvs2,63.2,59.0,878,49.344124
0.39,premium,g,si1,62.4,58.0,878,64.58423
0.44,very good,e,si2,63.2,59.0,878,71.004
0.41,ideal,i,vs1,61.9,55.0,878,68.42762
0.41,very good,f,si1,63.1,56.0,878,65.88559
0.41,very good,e,si1,63.1,57.0,878,66.389336
0.36,ideal,e,vs2,61.7,57.0,878,58.894295
0.36,premium,e,vs2,62.5,58.0,878,58.664177
0.3,premium,h,vvs1,61.8,58.0,878,50.47834
0.3,premium,h,vvs1,62.3,58.0,878,49.667908
0.3,premium,h,vvs1,62.7,59.0,878,50.038563
0.3,very good,h,vvs1,63.3,55.0,878,50.82878
0.3,ideal,h,vvs1,62.0,55.0,878,50.014164
0.3,ideal,h,vvs1,61.9,55.0,878,50.24679
0.3,very good,h,vvs1,63.4,57.0,878,50.058064
0.3,very good,h,vvs1,63.4,55.0,878,50.058884
0.3,ideal,h,vvs1,62.4,53.0,878,49.437428
0.3,ideal,h,vvs1,63.0,54.0,878,49.5747
0.3,premium,h,vvs1,62.5,59.0,878,48.79532
0.3,premium,h,vvs1,62.2,58.0,878,48.612568
0.3,premium,h,vvs1,63.0,58.0,878,47.88645
0.3,very good,h,vvs1,63.3,60.0,878,48.0658
0.3,very good,h,vvs1,63.3,59.0,878,48.585705
0.3,ideal,h,vvs1,63.0,56.0,878,48.520863
0.3,premium,h,vvs1,61.3,61.0,878,47.881546
0.3,premium,h,vvs1,62.0,59.0,878,48.429813
0.3,premium,h,vvs1,62.6,60.0,878,47.526695
0.3,premium,g,vvs2,60.8,58.0,878,50.374386
0.3,premium,g,vvs2,60.6,58.0,878,50.07024
0.3,premium,g,vvs2,61.2,58.0,878,49.684326
0.3,ideal,g,vvs2,60.9,57.0,878,49.61088
0.3,ideal,g,vvs2,61.1,57.0,878,49.7988
0.3,ideal,g,vvs2,60.6,57.0,878,49.537365
0.3,premium,g,vvs2,61.2,59.0,878,49.683525
0.3,premium,g,vvs2,61.0,60.0,878,48.85489
0.3,ideal,g,vvs2,61.5,55.0,878,49.226406
0.3,ideal,g,vvs2,62.9,55.0,878,50.340965
0.3,ideal,g,vvs2,61.5,56.0,878,49.756367
0.3,very good,g,vvs2,63.5,56.0,878,51.014965
0.3,ideal,g,vvs2,63.0,57.0,878,50.10682
0.3,premium,g,vvs2,61.3,58.0,878,49.038532
0.3,ideal,g,vvs2,62.0,57.0,878,49.48258
0.3,premium,g,vvs2,61.3,57.0,878,49.03985
0.3,ideal,g,vvs2,61.5,57.0,878,49.225605
0.3,premium,g,vvs2,62.2,59.0,878,49.252956
0.3,good,g,vvs2,63.8,56.0,878,50.00896
0.3,ideal,g,vvs2,62.7,57.0,878,49.504616
0.3,premium,g,vvs2,62.6,58.0,878,49.093044
0.3,good,g,vvs2,63.6,57.0,878,49.824966
0.3,ideal,g,vvs2,62.7,57.0,878,48.978073
0.3,premium,g,vvs2,62.0,58.0,878,48.429813
0.3,premium,g,vvs2,62.3,59.0,878,48.49845
0.3,premium,g,vvs2,62.0,60.0,878,48.950653
0.3,premium,g,vvs2,61.9,59.0,878,48.021603
0.3,premium,g,vvs2,62.6,58.0,878,48.567303
0.3,premium,g,vvs2,62.8,60.0,878,48.749203
0.3,premium,g,vvs2,62.7,56.0,878,48.97539
0.3,very good,g,vvs2,63.5,54.0,878,48.883503
0.3,premium,g,vvs2,61.6,60.0,878,47.43457
0.3,very good,g,vvs2,63.2,57.0,878,48.701912
0.3,premium,g,vvs2,62.9,55.0,878,48.634495
0.3,very good,g,vvs2,63.2,57.0,878,48.70084
0.3,good,g,vvs2,63.8,57.0,878,48.94911
0.3,premium,g,vvs2,61.8,59.0,878,47.10026
0.3,premium,g,vvs2,62.1,59.0,878,47.683945
0.3,very good,g,vvs2,63.3,57.0,878,48.587048
0.3,very good,g,vvs2,63.1,56.0,878,47.257557
0.3,ideal,g,vvs1,61.7,57.0,878,49.94342
0.3,good,g,vvs1,64.0,57.0,878,49.12891
0.39,premium,g,si1,60.9,58.0,878,63.802963
0.3,ideal,g,vvs2,62.2,55.0,878,49.782875
0.4,very good,e,vs2,62.0,60.0,879,63.51667
0.34,premium,g,if,60.5,58.0,879,54.955967
0.31,premium,e,vs1,62.6,60.0,879,50.15439
0.38,ideal,g,vvs2,62.0,57.0,879,62.488735
0.38,ideal,g,vvs2,60.0,56.0,879,63.806843
0.32,ideal,e,vvs1,61.7,55.0,879,52.345818
0.38,ideal,f,vs1,59.8,57.0,879,63.672794
0.31,ideal,d,vs2,59.4,57.0,879,53.266502
0.35,premium,f,vs2,60.4,59.0,879,57.056454
0.35,premium,f,vs2,60.9,57.0,879,57.932423
0.31,ideal,d,vs2,59.4,56.0,879,51.495403
0.31,ideal,d,vs2,61.8,56.0,879,51.560547
0.3,very good,d,vvs2,59.6,61.0,880,49.536762
0.43,ideal,g,vs1,61.2,57.0,880,70.00409
0.33,ideal,f,vvs1,61.9,55.0,880,54.899715
0.33,ideal,f,vvs1,62.6,54.0,880,55.37257
0.33,ideal,f,vvs1,62.5,54.0,880,54.92668
0.33,ideal,f,vvs1,62.4,54.0,880,55.174103
0.33,ideal,f,vvs1,62.0,55.0,880,54.77717
0.33,ideal,f,vvs1,60.6,57.0,880,55.979027
0.33,ideal,f,vvs1,61.8,53.0,880,56.169346
0.33,ideal,f,vvs1,61.7,55.0,880,54.014168
0.33,ideal,f,vvs1,61.9,54.0,880,54.2113
0.34,premium,f,vs2,59.2,60.0,880,56.84496
0.34,premium,f,vs2,61.2,59.0,880,56.137573
0.34,premium,h,vvs2,62.7,59.0,880,55.247856
0.34,premium,h,vvs2,61.4,58.0,880,55.192497
0.34,ideal,h,vvs2,61.8,54.0,880,55.594723
0.34,ideal,h,vvs2,62.2,55.0,880,56.121403
0.34,very good,g,vs1,63.1,57.0,880,54.6282
0.34,premium,g,vs1,60.4,61.0,880,55.20077
0.34,ideal,f,vs2,61.0,57.0,880,55.2384
0.34,ideal,f,vs2,62.5,55.0,880,56.77549
0.34,ideal,f,vs2,62.9,55.0,880,56.14605
0.34,premium,f,vs2,60.7,60.0,880,54.5904
0.34,ideal,f,vs2,62.1,55.0,880,56.245564
0.34,ideal,f,vs2,62.1,56.0,880,56.245564
0.34,premium,f,vs2,61.2,59.0,880,55.562096
0.34,ideal,f,vs2,61.6,57.0,880,56.090004
0.23,very good,f,vs1,62.1,58.0,373,37.68458
0.23,very good,d,vs1,59.0,61.0,373,39.201736
0.3,ideal,j,vs1,62.6,53.0,373,49.737026
0.24,good,f,vs1,60.8,64.0,373,38.3328
0.26,good,f,vs1,62.5,56.0,373,42.4473
0.24,good,f,vs1,58.3,61.0,373,40.63824
0.23,good,e,vs1,64.3,59.0,373,36.854782
0.28,good,e,si1,62.6,60.0,373,44.283817
0.32,good,j,si1,63.2,56.0,374,51.488987
0.32,good,i,si2,63.4,56.0,374,52.345608
0.32,very good,j,si1,61.6,58.0,374,51.796806
0.32,very good,j,si1,63.0,58.0,374,51.30216
0.32,good,i,si2,63.1,58.0,374,52.824745
0.23,ideal,g,si1,61.2,56.0,375,38.7472
0.28,good,j,vvs2,58.4,60.0,375,46.40764
0.28,very good,h,vs2,61.4,57.0,376,46.123497
0.23,good,f,vs1,63.2,58.0,376,36.78773
0.26,ideal,g,si1,61.8,55.0,377,42.425064
0.27,good,e,vs1,57.5,63.0,377,44.46064
0.31,good,i,si1,64.3,55.0,377,50.375324
0.23,very good,h,vvs2,62.0,55.0,378,37.877342
0.24,very good,e,vs1,60.1,57.0,378,41.15088
0.23,very good,e,vs1,59.6,65.0,378,37.00834
0.23,very good,e,vs1,60.4,62.0,378,37.476875
0.24,good,e,vs2,63.0,59.0,378,39.8578
0.3,good,h,si2,63.9,57.0,378,49.245056
0.3,good,h,si2,63.2,55.0,378,49.343582
0.3,premium,h,si2,61.9,60.0,378,48.5435
0.28,very good,i,vs2,61.9,57.0,379,44.97043
0.31,ideal,i,si2,61.0,56.0,379,52.314312
0.24,very good,e,vvs2,62.1,59.0,471,39.026
0.29,very good,g,vs2,61.9,55.0,471,48.021603
0.29,very good,g,vs2,61.7,56.0,471,48.47304
0.29,very good,g,vs2,62.0,55.0,471,47.615623
0.29,very good,g,vs2,62.5,56.0,471,47.125053
0.3,very good,f,si1,60.3,61.0,471,48.821095
0.32,ideal,h,si1,61.0,56.6,471,52.628403
0.24,good,f,vvs2,64.0,61.0,471,38.569416
0.31,very good,g,vs2,58.8,62.0,471,50.256355
0.32,premium,h,vs2,62.7,58.0,471,51.23256
0.36,very good,e,si2,62.4,58.0,471,58.794815
0.32,ideal,i,vs1,62.1,57.0,471,52.73104
0.32,ideal,i,vs1,62.3,56.0,471,52.492443
0.31,premium,e,si1,62.7,58.0,471,51.11424
0.31,premium,g,vs2,61.2,59.0,471,51.413128
0.23,very good,f,vvs2,60.8,59.0,472,38.33353
0.23,very good,f,vvs2,63.1,56.0,472,38.751373
0.23,very good,d,vvs2,58.5,62.0,472,38.873684
0.23,very good,e,vvs1,61.9,58.0,472,38.41894
0.23,very good,e,vvs1,61.4,60.0,472,38.10605
0.23,very good,e,vvs1,61.3,58.0,472,37.757812
0.23,very good,e,vvs1,62.6,58.0,472,39.4416
0.23,very good,e,vvs1,61.8,59.0,472,36.65586
0.23,very good,d,vvs1,60.5,55.0,472,39.17209
0.23,good,e,vvs2,64.5,55.0,472,37.537502
0.23,good,f,vvs1,60.3,66.0,472,37.039467
0.23,good,e,vvs1,64.4,57.0,472,37.7325
0.25,ideal,h,vs2,61.0,55.0,472,42.02475
0.35,ideal,i,si1,61.3,54.0,472,57.17237
0.35,good,i,si1,63.6,56.0,472,58.504948
0.34,ideal,f,vs2,62.1,56.0,880,55.09945
0.34,ideal,f,vs2,62.6,54.0,880,55.94624
0.34,premium,f,vs2,62.9,58.0,880,55.44672
0.34,premium,f,vs2,62.3,57.0,880,55.29754
0.34,premium,f,vs2,62.6,59.0,880,55.49645
0.46,premium,i,si2,60.3,62.0,880,72.037346
0.34,premium,f,vs2,62.6,58.0,880,56.071114
0.34,ideal,h,vvs2,63.0,55.0,880,55.89427
0.34,ideal,e,vs1,62.0,57.0,881,55.221607
0.34,ideal,d,vs2,61.6,55.0,881,56.542973
0.34,premium,d,vs2,59.3,59.0,881,56.597004
0.4,very good,d,vs2,61.6,59.0,881,64.96575
0.35,ideal,e,vvs2,61.3,56.0,881,58.475197
0.46,ideal,f,si2,61.4,56.0,881,76.04099
0.4,very good,h,vvs2,59.7,57.0,882,67.69969
0.31,premium,d,vvs1,62.7,58.0,882,50.039104
0.38,ideal,d,vs1,62.0,57.0,882,64.14513
0.35,ideal,d,vvs2,61.6,56.0,882,58.429737
0.31,ideal,f,vvs1,61.9,53.5,882,51.870483
0.38,ideal,g,vs1,62.0,55.0,882,62.756927
0.43,premium,e,si2,61.8,60.0,882,70.042244
0.42,premium,g,si1,60.6,62.0,882,68.49461
0.42,very good,g,si1,63.1,56.0,882,68.48502
0.42,ideal,g,si1,63.0,55.0,882,69.28997
0.42,premium,g,si1,61.6,61.0,882,68.33989
0.42,premium,g,si1,62.7,58.0,882,68.029976
0.4,very good,i,vs1,63.5,55.0,882,65.54719
0.4,very good,f,si1,63.3,58.0,882,65.96766
0.4,premium,f,si1,62.9,58.0,882,65.524925
0.4,good,f,si1,63.6,56.0,882,64.138466
0.4,ideal,f,si1,62.1,57.0,882,63.24465
0.4,very good,f,si1,63.1,58.0,882,64.473434
0.4,premium,e,si1,61.4,58.0,882,67.454475
0.4,premium,e,si1,60.8,62.0,882,64.705536
0.4,good,e,si1,63.8,56.0,882,67.05677
0.4,premium,e,si1,61.0,59.0,882,64.29715
0.4,premium,e,si1,61.7,60.0,882,64.05984
0.4,very good,e,si1,63.3,56.0,882,66.105934
0.4,premium,e,si1,62.9,59.0,882,65.524925
0.4,very good,e,si1,63.2,56.0,882,66.247185
0.4,very good,e,si1,63.5,57.0,882,66.330154
0.4,premium,e,si1,62.0,61.0,882,64.00749
0.4,very good,e,si1,63.5,55.0,882,65.54719
0.4,good,e,si1,63.9,55.0,882,66.1272
0.4,good,e,si1,64.2,56.0,882,65.5662
0.4,very good,e,si1,63.2,58.0,882,64.82992
0.4,premium,e,si1,62.2,62.0,882,63.599216
0.4,good,e,si1,63.7,56.0,882,65.12909
0.4,good,e,si1,63.7,57.0,882,65.12909
0.4,good,e,si1,63.9,58.0,882,64.21764
0.4,very good,e,si1,63.5,58.0,882,64.27788
0.4,ideal,e,si1,63.0,57.0,882,63.980278
0.4,very good,e,si1,63.2,56.0,882,64.335075
0.4,good,e,si1,63.6,57.0,882,64.77125
0.3,premium,f,vvs2,59.5,59.0,882,50.72215
0.42,ideal,e,si2,62.7,55.0,882,68.6886
0.4,premium,f,si1,61.5,60.0,882,65.23929
0.39,very good,e,vs1,59.7,56.0,883,67.0464
0.38,very good,f,vs1,62.7,57.0,883,64.03339
0.44,ideal,d,si1,62.4,57.0,883,72.24682
0.4,ideal,g,vvs2,61.4,53.0,883,66.66131
0.32,ideal,e,vvs2,61.1,55.0,883,53.301907
0.32,ideal,g,if,62.3,54.0,883,52.92584
0.4,good,f,vs1,63.0,62.0,883,63.980278
0.42,premium,f,vs2,61.9,58.0,884,67.63009
0.42,ideal,i,vvs1,60.2,57.0,884,69.34724
0.42,ideal,i,vvs1,62.7,55.0,884,68.688
0.42,very good,f,vs2,61.7,59.0,884,67.54025
0.42,ideal,i,vvs1,62.4,57.0,884,69.407104
0.36,ideal,g,vvs1,62.1,56.0,884,60.043797
0.42,ideal,i,vvs1,62.5,57.0,884,68.45904
0.42,ideal,i,vvs1,62.0,55.0,884,70.272
0.31,ideal,f,vvs1,61.8,56.0,884,50.90045
0.31,ideal,f,vvs1,61.0,57.0,884,51.339294
0.47,ideal,i,vs2,62.1,54.0,884,78.06006
0.47,ideal,i,vs2,62.1,53.0,884,77.90487
0.47,ideal,i,vs2,62.1,54.0,884,77.189995
0.38,ideal,d,si1,61.8,55.0,884,63.29765
0.38,ideal,d,si1,61.3,57.0,884,62.993626
0.4,premium,d,si1,60.9,60.0,884,65.70588
0.35,very good,e,vs1,59.9,59.9,885,56.889378
0.34,ideal,d,vvs2,61.2,56.0,885,56.1384
0.3,ideal,d,vs1,61.1,57.0,885,50.449028
0.3,ideal,d,vs1,60.8,56.0,885,51.03024
0.3,ideal,d,vs1,60.7,56.0,885,51.573185
0.51,ideal,j,si2,62.1,56.0,885,83.36052
0.42,ideal,h,si1,61.7,55.0,885,70.18726
0.32,very good,f,vvs1,61.6,56.0,886,52.033585
0.32,very good,f,vvs1,61.5,56.0,886,52.034405
0.32,very good,f,vvs1,59.4,59.0,886,52.712475
0.32,very good,f,vvs1,61.5,57.0,886,52.15266
0.32,very good,f,vvs1,62.2,55.0,886,53.286694
0.38,very good,g,vs1,57.1,63.0,886,63.751053
0.33,very good,e,vs1,58.3,62.0,886,54.170956
0.3,very good,f,if,62.4,56.0,886,49.437428
0.3,very good,f,if,62.0,58.0,886,48.954643
0.3,very good,f,if,62.0,55.0,886,50.667492
0.3,very good,f,if,62.6,55.0,886,50.155205
0.3,very good,f,if,62.1,57.0,886,48.725887
0.3,very good,f,if,62.5,56.0,886,49.20748
0.39,ideal,g,vvs2,62.1,56.0,886,63.87159
0.37,ideal,e,vs1,61.6,54.7,886,60.831257
0.39,ideal,f,si1,61.8,55.0,886,64.555435
0.3,ideal,f,if,61.8,54.0,886,50.90126
0.3,ideal,f,if,62.0,58.0,886,48.428757
0.3,ideal,f,if,61.1,58.0,886,49.913284
0.3,ideal,f,if,61.8,58.0,886,48.65665
0.3,ideal,f,if,61.8,56.0,886,49.297253
0.3,ideal,f,if,62.4,56.0,886,48.90907
0.3,ideal,f,if,62.3,57.0,886,48.49845
0.3,ideal,f,if,62.1,57.0,886,49.36803
0.3,ideal,f,if,61.7,57.0,886,48.88402
0.3,ideal,f,if,61.4,57.0,886,50.52281
0.3,ideal,f,if,62.3,55.0,886,50.200783
0.3,ideal,f,if,62.3,57.0,886,49.55293
0.3,ideal,f,if,61.7,58.0,886,49.412167
0.3,ideal,f,if,62.1,54.0,886,50.55048
0.3,ideal,f,if,61.8,54.0,886,51.018
0.3,ideal,f,if,62.2,56.0,886,50.317528
0.3,ideal,f,if,62.4,54.0,886,51.16155
0.3,ideal,f,if,61.4,56.0,886,49.871815
0.3,ideal,f,if,60.9,56.0,886,50.143566
0.3,ideal,f,if,61.6,58.0,886,48.997444
0.3,ideal,f,if,61.8,55.0,886,50.36256
0.3,ideal,f,if,62.2,57.0,886,49.783688
0.3,ideal,f,if,61.9,57.0,886,49.59712
0.3,ideal,f,if,62.5,54.0,886,50.38821
0.3,ideal,f,if,62.6,57.0,886,48.567303
0.3,ideal,f,if,62.1,57.0,886,48.840263
0.3,ideal,f,if,61.3,56.0,886,50.10243
0.3,ideal,f,if,62.1,55.0,886,50.55048
0.3,ideal,f,if,62.1,55.0,886,50.433464
0.3,ideal,f,if,62.0,56.0,886,50.014965
0.3,ideal,f,if,62.3,53.0,886,51.27971
0.3,ideal,f,if,62.4,58.0,886,48.385403
0.3,ideal,f,if,61.8,56.0,886,49.828342
0.3,ideal,f,if,62.3,55.0,886,49.55293
0.3,ideal,f,if,62.2,53.0,886,51.514935
0.38,good,i,if,56.6,59.0,886,64.317116
0.42,ideal,f,si1,61.6,56.0,886,68.99993
0.53,premium,f,i1,61.3,58.0,886,86.25632
0.36,ideal,e,vvs2,62.0,54.0,887,59.57184
0.35,ideal,g,vvs1,61.2,56.0,887,58.013866
0.35,ideal,g,vvs1,61.0,56.0,887,58.395817
0.35,ideal,g,vvs1,61.7,56.0,887,58.30132
0.35,ideal,h,if,62.1,54.0,887,59.311985
0.43,premium,h,si2,61.8,59.0,887,70.713005
0.37,premium,e,vs2,61.0,59.0,888,60.319798
0.4,very good,e,vs2,63.0,57.0,888,64.611786
0.36,ideal,g,vvs2,61.8,55.0,888,59.96205
0.45,ideal,h,vs1,62.0,54.0,888,74.52324
0.31,ideal,f,if,60.8,56.0,888,53.226448
0.41,very good,g,vvs2,59.1,60.0,889,67.64819
0.41,very good,d,vs2,62.5,60.0,889,66.3632
0.41,very good,f,vs1,62.9,57.0,889,66.16566
0.41,very good,f,vs1,62.1,60.0,889,65.914795
0.39,ideal,e,vs1,59.9,57.0,889,65.84928
0.39,very good,e,vs2,61.3,61.0,889,62.858734
0.39,very good,e,vs2,60.1,61.0,889,64.03152
0.39,premium,e,vs2,61.4,58.0,889,63.974197
0.39,premium,e,vs2,62.5,60.0,889,63.05621
0.41,ideal,d,vs2,61.2,57.0,889,67.736435
0.37,good,e,vs1,62.8,65.0,889,58.150135
0.38,ideal,f,vs2,61.2,57.0,889,61.75608
0.31,very good,e,vvs1,61.2,58.0,890,50.87151
0.4,very good,f,vs1,61.3,54.0,890,68.3928
0.43,ideal,j,if,62.4,56.0,890,71.419525
0.35,ideal,d,vs1,60.8,57.0,890,58.778885
0.43,very good,e,vs1,61.3,56.0,890,70.53064
0.32,ideal,e,vvs2,62.3,55.0,890,52.492443
0.32,ideal,e,vvs1,61.3,57.0,890,53.499676
0.31,ideal,e,vvs1,61.7,56.0,890,52.345818
0.4,ideal,d,vs2,61.7,57.0,890,65.4664
0.4,ideal,d,vs2,62.1,53.0,890,68.00112
0.4,ideal,f,vs1,62.0,56.0,890,66.05445
0.38,very good,e,vs1,63.0,56.0,891,62.11192
0.31,very good,g,if,61.6,54.0,891,53.01824
0.33,ideal,e,vvs2,61.8,56.0,891,54.4566
0.32,premium,g,if,59.4,60.0,891,52.712475
0.32,premium,g,if,61.0,59.0,891,51.766346
0.4,good,d,vs2,63.5,55.0,891,64.91054
0.41,ideal,i,vvs1,62.0,54.5,891,68.00112
0.41,ideal,g,vs2,62.2,57.0,891,67.0662
0.4,ideal,d,vs2,62.2,54.0,891,66.41866
0.38,ideal,f,vs1,60.9,55.0,891,63.667217
0.43,ideal,h,si1,60.7,54.0,891,73.2096
0.31,ideal,g,if,61.4,55.0,891,51.06204
0.31,ideal,g,if,61.4,55.0,891,51.604965
0.31,ideal,g,if,62.2,55.0,891,52.0608
0.31,ideal,g,if,61.9,55.0,891,51.4431
0.31,ideal,g,if,61.6,56.0,891,52.464516
0.31,ideal,g,if,61.0,56.0,891,51.766346
0.31,ideal,g,if,61.3,54.0,891,51.841686
0.31,ideal,g,if,61.4,56.0,891,52.15266
0.31,ideal,g,if,62.6,53.0,891,52.444695
0.31,ideal,g,if,61.8,56.0,891,50.90045
0.31,ideal,g,if,61.9,54.0,891,51.325645
0.31,ideal,g,if,61.8,55.0,891,51.560547
0.31,ideal,g,if,61.8,54.0,891,51.561367
0.31,ideal,g,if,61.9,54.0,891,51.4431
0.31,ideal,g,if,61.0,57.0,891,52.31512
0.31,ideal,g,if,61.7,56.0,891,51.13475
0.31,ideal,g,if,62.0,54.0,891,51.752335
0.31,ideal,g,if,61.7,55.0,891,51.67908
0.31,ideal,g,if,61.6,55.0,891,51.79761
0.31,ideal,g,if,61.3,56.0,891,51.841686
0.31,ideal,g,if,62.1,54.0,891,51.63417
0.31,ideal,g,if,61.3,57.0,891,52.39026
0.31,ideal,g,if,62.1,54.0,891,52.732132
